,tweets,words,
378, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/noP9Ni0ukO,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
379, A chewy bar a day keeps the doctor away,chewy bar day doctor,Non-Medical
382, @JillyMcBoP Do you still have your other profile pic with river and the doctor reading her diary?,profile pic river doctor reading diary,Non-Medical
387, Stay Calm... and check out our Doctor Who merch! http://t.co/Dasz4kEff6,stay calm check doctor merch,Non-Medical
389, @GetOnThe_Floor hey mom says to get sophia ready so she can take her to the doctor she's on her way and get ready too cause your going.,hey mom sophia ready doctor shes ready cause,Non-Medical
390, Cant wait to b here... #soon #fuckny #california #movement #noseasons #annaheim #medical http://t.co/jV02i46sNx,cant wait #soon #fuckny #california #movement #noseasons #annaheim #medical,Non-Medical
393, @TheDoctorQ @annabananabelke Anna ALWAYS looks good. I'm afraid The Doctor is going to take her as the next companion!,anna looks afraid doctor companion,Non-Medical
394, Next weeks doctor who &gt; life,weeks doctor gt life,Non-Medical
397," Headin to the doctor today, hopin they can fix this pain in my mouth",headin doctor hopin fix pain mouth,Non-Medical
399," @StephanieMaxw10 headed to hospital. I need you. A strange lady answered your phone, not you",headed hospital strange lady answered phone,Non-Medical
400," \ An Apple a day keeps the doctor away \"" Lakan het m3assal tiffe7ten m3allem .""",apple day doctor lakan het m3assal tiffe7ten m3allem,Non-Medical
401, One to the face.. Keeps the doctor away hahahah #selfie #workflow #cheflife #teamlifted #tattedup… http://t.co/snb9ZCw3OM,doctor hahahah #selfie #workflow #cheflife #teamlifted #tattedup…,Non-Medical
404," @KennyHamilton  @HonestBiebsX is in the hospital, also during her 16th birthday on the 16th may. pls help her to get noticed by Justin",hospital birthday pls help noticed justin,Non-Medical
407, @FeatheredWhite ---take her to the hospital...assassin shit.)),hospitalassassin shit,Non-Medical
411, : My Medical Choice By Angelina Jolie My mother fought cancer for almost a decade and died at 56. She held ou... http://t.co/bGIaE2OFGT,medical choice angelina jolie mother fought cancer decade died held ou,Non-Medical
414, Everyone please pray for my wonderful grandma! She's at the hospital having some tests ran!,please pray wonderful grandma shes hospital tests ran,Non-Medical
415," Bruh ike turner aint shit dat nigga said \next time u wanna go to the hospital give me a heads up\"" wtf""",bruh ike turner aint shit dat nigga time wanna hospital heads wtf,Non-Medical
416, @1986Fed Look at hospital bills. In what universe does a box of tissues cost $200? However hospitals bill that to insurance.,look hospital bills universe box tissues cost hospitals bill insurance,Non-Medical
418, 5/13/2013 General Hospital STEVEN CLAY'S BROTHER! BLONDE TODD! KIKI!: http://t.co/UP8GmV3pY6 via @YouTube,hospital steven clays brother blonde todd kiki via,Non-Medical
419, Having medical professionals willing to do home care or make house calls #caringchat,medical professionals willing home care house calls #caringchat,Non-Medical
421, Emergency help needed for Bella the paralyzed Beagle | Medical Expenses - http://t.co/WXT7oEoW2N: http://t.co/70usRHTQxL,emergency help bella paralyzed beagle medical expenses,Non-Medical
422, Who has a medical card,medical card,Non-Medical
426, Don't forget to check out this week's @sevenly campaign for LWB! Buy a shirt AND help a child receive medical care! http://t.co/vcz6wiiHlN,forget check weeks campaign lwb buy shirt help child receive medical care,Non-Medical
428, YAY THE DOCTOR'S OFFICE,yay doctors office,Non-Medical
429, Done with bloodwork and everything at the hospital.... thankful for sweet nurses who take their time and do things right the first time.,bloodwork hospital thankful sweet nurses time time,Non-Medical
430, I hope you get beat up so bad that you need medical attention.,hope beat bad medical attention,Non-Medical
432, surprise surprise.. RT @_phxhasrisen_: Drunk ASU student left at hospital with Post-it http://t.co/xCgWr0Dl1t  another dumbass ASU situation,surprise surprise drunk asu student left hospital postit dumbass asu situation,Non-Medical
434, WHY DO THE BOYS KEEP DOIN SURPRISE FOLLOWING SPREES WITHOUT GIVIN US ANY WARNING IM SENDING MY HOSPITAL BILL TO UR FRONT DOOR FUKIN BOYBANDS,boys doin surprise following sprees givin warning im sending hospital bill ur front door fukin boybands,Non-Medical
435, going to the doctor at 1:15. x-rays and maybe stitches ??,doctor xrays maybe stitches,Non-Medical
438, After being in hospital most of the day I have now worked it out. #MeFirst,hospital day #mefirst,Non-Medical
439, Dr Nick Says Consult Your Family Doctor About Adjustable Beds To Increase Blood And Ease Pain,dr nick consult family doctor adjustable beds increase blood ease pain,Non-Medical
441, but nahh. medical is for me…i like helping people but goodness y'all got too many issues!,nahh medical … helping people goodness yall issues,Non-Medical
443, @KaylaBomb01 I will. At the doctor with Abby and Adrienne so it might be a min.,doctor abby adrienne min,Non-Medical
446, Hospital w/ bff,hospital bff,Non-Medical
449, That was a hospital ball from Theo there. Not liking the current feel of this game,hospital ball theo liking current feel game,Non-Medical
451," @ikanosha Mine is a female doctor and I unfortunately, don't remember her name :p Yeah, saw Haqqi making a fort and all - SO ADORABLEE! :3",mine female doctor unfortunately remember name yeah haqqi fort adorablee,Non-Medical
452, Looking for HD porn? Check out Doctor Adventures - http://t.co/Tmow3iq8Pa #porn #sex #babes,looking hd porn check doctor adventures #porn #sex #babes,Non-Medical
454," Customer Service Representative (Pathology Medical Billing) - (Portland, Oregon) http://t.co/UaQn2HWnKx",customer service representative pathology medical billing portland oregon,Non-Medical
460, @NickJamesWarren yo lemme know what hospital you guys are at and when a good time to visit is,yo lemme hospital guys time visit,Non-Medical
461, #anappleaday keeps doctor away but since my dad is a doctor so lets just keep the apple away:)),#anappleaday doctor dad doctor apple,Non-Medical
464, Osteopathic hospital Differentia Pastorate Capability Ethical self Supertax: .jaF http://t.co/cpQFw10aZu,osteopathic hospital differentia pastorate capability ethical self supertax jaf,Non-Medical
465, @JulieIChavez yeah it'll be done by then. tomorrow I'm down... my mom has an eye Doctor appointment but idk what time.,yeah itll tomorrow mom eye doctor appointment idk time,Non-Medical
466, “@BaddLegs: I wish this doctor hurry up ughhh”Let that fool know you feel,wish doctor hurry ughhhlet fool feel,Non-Medical
467, Via @kwqcnews: Boy Rescued From Galesburg House Fire: A little boy is in the hospital after a fire broke out i... http://t.co/LIrZ3CfCSu,via boy rescued galesburg house fire little boy hospital fire broke,Non-Medical
470, So ready to get cleared from the doctor and get ready for baseball next year!,ready cleared doctor ready baseball,Non-Medical
471," The royal brompton hospital is very good, but regardless I feel queezy ???? #hatehospitals",royal brompton hospital regardless feel queezy #hatehospitals,Non-Medical
472," @gvan1234 hope dr is a disguise, really don't want him at the hospital with all those fools #gh",hope dr disguise hospital fools #gh,Non-Medical
474, Still innis hospital... The day is passing me by...,innis hospital day passing,Non-Medical
475, Just left the doctor. Park time!!!,left doctor park time,Non-Medical
477, My Medical Choice http://t.co/RM62vCxv3A,medical choice,Non-Medical
479, Please tell me that the Eurovision final starts after Doctor Who finishes on Saturday? #domesticincident,please tell eurovision final starts doctor finishes saturday #domesticincident,Non-Medical
480," @fabokay @kittykattmomma. Are u a microbiologist too&lt;&lt;&lt; no, Im a medical student.",microbiologist tooltltlt im medical student,Non-Medical
482," SPOILERS! - \New gallery for The Name of the Doctor…\"" http://t.co/I4gB8u619o  http://t.co/Rinmd3u0OA (via @bbcdoctorwho) #DoctorWho""",spoilers gallery name doctor… via #doctorwho,Non-Medical
484, @kevo93bk765 I got better things to do than to send you to the hospital to get a cast and a dick in your butt haha,send hospital cast dick butt haha,Non-Medical
485, Can never decide what film to watch so I always just end up watching doctor who instead.,decide film watch watching doctor instead,Non-Medical
486," And work at a hospital, &amp; go back to school! WOOP WOOP!",hospital school woop woop,Non-Medical
487," @Dexters_Library @dynastytim @DLFootball @DLFPodcast Actually, medical marijuana can help with chronic pain and may treat epilepsy. ;)",actually medical marijuana help chronic pain treat epilepsy,Non-Medical
490," I wish they would have given me more than 12 dones at the hospital last night. This hematoma bruise is some serious shit! place <tweepy.models.Place object at 0x0292CF10> coordinates {u'type': u'Point', u'coordinates': [-98.52468873, 33.89206137]}",wish dones hospital night hematoma bruise serious shit,Non-Medical
491, “@bbceurovision: Bonnie shares a cup of tea with Gianluca from Malta. #eurovision http://t.co/oTdNFLcqBz” good luck to the maltese doctor!,bonnie shares cup tea gianluca malta #eurovision luck maltese doctor,Non-Medical
493, @_ItsNeshaa the hospital,hospital,Non-Medical
494," \@dailyplanetshow: Engineered Biomaterial Could Improve Success of Medical Implants http://t.co/8rhWLSfCzt\"" #cool""",engineered biomaterial improve success medical implants #cool,Non-Medical
497, I wish I could read doctor's hand writing...,wish read doctors hand writing,Non-Medical
498, RT @LukeFHughes Weird. RT @pauldehnerjr: James Harrison said he has six doctor/masseuse types that live w/ him.,weird james harrison six doctormasseuse types live,Non-Medical
499," Studying this medical stuff giving me an headache, exp, wen it comes down to abbreviations in coding ugh!!",studying medical stuff giving headache exp wen comes abbreviations coding ugh,Non-Medical
502, 1. Doctor Who 2. Invader Zim 3. Sherlock 4. Archer 5. Adventure Time 6. Dexter,doctor invader zim sherlock archer adventure time dexter,Non-Medical
503, I haven't talked to @BPliveyourlife at all today must be busy at the hospital,talked busy hospital,Non-Medical
504, @Garufyne I DON'T THINK THERE'S A SEIFUKU IN THAT COLOR BUT I CAN GET DOCTOR MARTENS IN THAT COLOR.,theres seifuku color doctor martens color,Non-Medical
510," 10 million in 2013, 12 million in 2014 and 14 million in 2015 I'm cut from hospital budget because people don't pay for SHIT",million million million cut hospital budget people pay shit,Non-Medical
511," I just realized I have like a lot of theme songs from cartoons and Harry Potter, Doctor who etc on ny phone. But i dont have pokemon ;(",realized lot theme songs cartoons harry potter doctor etc ny phone dont pokemon,Non-Medical
514, @_tastemydior annnnd Medical hoes too,annnnd medical hoes,Non-Medical
520, Just left the hospital my mind in a whole other world man I'm ready for tonight man the shit over real talk Jeremy and finna ride out,left hospital mind world ready tonight shit real talk jeremy finna ride,Non-Medical
522, left hospital when I should have had a cast on for 2nd time hahahah u wot,left hospital cast time hahahah wot,Non-Medical
525, I don't like going to the doctor ??,doctor,Non-Medical
526," beautiful &amp; informative letter. Women should take the time to read this...Pay attn to your health, ladies!! http://t.co/G4BnoL6JIU",beautiful informative letter women time read thispay attn health ladies,Non-Medical
