,Tweets,words,
630, New Doctor just said 'so what do you do for fun around here?' on Holby City...cue the intro to Dancing Through Life... @WickedUK :D ?,doctor fun holby citycue intro dancing life,Medical
635, @kikiluedke yes. Hospital. Very sick,hospital sick,Medical
636, T1 Not sure if celiac because when my doctor ran the test she didn't tell me I needed to be eating gluten to get real results! #hachat,t1 celiac doctor ran test tell eating gluten real results #hachat,Medical
639, RT @PPFAQ: Abortion is one of the safest medical procedures in America. Lessons from the #Gosnell case http://t.co/rLI1kwpoXT @thedailybeast,abortion safest medical procedures america lessons #gosnell,Medical
645, @fleetstreetfox Sorry you've been in the wars. Hope there's a delicious Doctor handy to take your mind off things. Get well soon x,sorry wars hope theres delicious doctor handy mind soon,Medical
650, Setting up for one of my favorite shows of the year from the OLOL Children's Hospital playroom @1045espn #AFR http://t.co/qvVIBtJxcN,setting favorite olol childrens hospital playroom #afr,Medical
651, Doctor then swimming later with @__katelynn112 (: #BestfriendTime,doctor swimming #bestfriendtime,Medical
654, hurry up .. doctor!,hurry doctor,Medical
657, a son says he loves his mom for the first time and means it. She's in a hospital bed and they're not sure if she heard it,son loves mom time means shes hospital bed heard,Medical
658," @lasimxo glad to hear it! , you still in hospital?xx",glad hear hospitalxx,Medical
659," Yesterday I accidentally swallowed some food coloring. The doctor says I'm OK, but I feel like I've dyed a little inside.",yesterday accidentally swallowed food coloring doctor ok feel dyed little inside,Medical
662," This doctor is so fucking rude. Our family is so done with those asshats place <tweepy.models.Place object at 0x0292CFB0> coordinates {u'type': u'Point', u'coordinates': [-73.81708361, 40.76302641]}",doctor fucking rude family asshats,Medical
663, How can you feel so alone in a hospital full of people?,feel hospital people,Medical
683," HEADLINES: My Medical Choice http://t.co/ZhdlQG8M69, see more http://t.co/eMsdddcfw7",headlines medical choice,Medical
684," Top story: My Medical Choice http://t.co/E8DcZB3nKF, see more http://t.co/ZGDTGQoJtH",top story medical choice,Medical
686," I'm speachless, a tough decision for a better future, definitely #angelinajolie  http://t.co/H7Di8efm4h",speachless tough decision future definitely #angelinajolie,Medical
693," Top story: My Medical Choice http://t.co/qxA3OoTCmf, see more http://t.co/hXEIrdGgQJ",top story medical choice,Medical
696, My Medical Choice by Angelina Jolie http://t.co/dV5cci7tMv,medical choice angelina jolie,Medical
697," \@Breezyologist: Just got the good news from my doctor... I'm Pregnant!!!!!!!\"" Congrats :) be happy!""",news doctor pregnant congrats happy,Medical
698," Top story now: My Medical Choice http://t.co/uc37IoaSg1, see more http://t.co/f3cu8Ahick",top story medical choice,Medical
702," It's not just BRCA+ women who opt for a prophylactic mastectomy.  Just ask me! Personal, informed medical decision! #bcbs",brca women opt prophylactic mastectomy personal informed medical decision #bcbs,Medical
703, So @Beyonce cancelled her gig tonight! She was advised by her doctor due to sickness and dehydrated! Hmmm pregnancy no.2 !!!!? :D,cancelled gig tonight advised doctor due sickness dehydrated hmmm pregnancy no2,Medical
706," @TanzilaCA (No, I don't watch Doctor Who - I will eventually, when I find the time. Yes! LBD, blew my mind! No worries, I don't mind)",watch doctor eventually time lbd blew mind worries mind,Medical
707, My Medical Choice - op-ed by Angelina Jolie about her efforts to prevent #breastcancer http://t.co/9VUEwp1ksx,medical choice oped angelina jolie efforts prevent #breastcancer,Medical
710, I Haven't Tweeted In Two Days * Calls Doctor * !,tweeted days calls doctor,Medical
713, ?? Doctor time. ??,doctor time,Medical
716," Top story via Kleinspiration My Medical Choice http://t.co/0kkW3fwgkC, see more http://t.co/xoUmnm1gfL",top story via kleinspiration medical choice,Medical
721," In Evidenza: My Medical Choice http://t.co/fHjBael18r, see more http://t.co/GcjrMOTSHv",evidenza medical choice,Medical
722," Top story: My Medical Choice http://t.co/CKoEpUFo8G, see more http://t.co/6YnQFwo7BK",top story medical choice,Medical
723, @T_J_Miller they're done with coed games. Im on my way to the doctor anyways,coed games im doctor anyways,Medical
724," The straight story from Ms. Jolie: \My Medical Choice\"" http://t.co/mMMH13qU9w""",straight story ms jolie medical choice,Medical
725, @TonedBitchProbs thanks. I just left the hospital bc I have to work but IM going back in the morning,thanks left hospital bc im morning,Medical
727, #Spoiler The Doctor's name is Rumplestiltskin,#spoiler doctors name rumplestiltskin,Medical
729," Top story: My Medical Choice http://t.co/fPPmEOiq19, see more http://t.co/L55VVHlhgd",top story medical choice,Medical
730, @drbreewelch @beccahx0x we watched doctor who the first night i was with them and i literally fell in love with it,watched doctor night literally fell love,Medical
731, Like 50 ppl now they staaank“@Whered_EyeBe: This doctor needa bring her/his ass.”,ppl staaankiiidddiiidddwheredeyebe doctor needa bring herhis ass,Medical
733, Headed to the doctor tryna get some of that prescribed stuff ...,headed doctor tryna prescribed stuff,Medical
736, @SemiCartamatic naw my major exercise to go to grad school for physical therapy. So I would consider myself a therapist instead doctor,naw major exercise grad school physical therapy consider therapist instead doctor,Medical
738," at the doctor's, I'm getting a fever :(",doctors getting fever,Medical
739, sittin' at this freaking doctor,sittin freaking doctor,Medical
743," Top story: My Medical Choice http://t.co/MzdIePdWmJ, see more http://t.co/I8RiMUAftS",top story medical choice,Medical
745, Researchers Identify #Alzheimers Biomarkers That Predict Start Of Mental Decline :Medical Daily http://t.co/DqLoE4z7cp #nurses #nursing,researchers identify #alzheimers biomarkers predict start mental decline medical daily #nurses #nursing,Medical
746, i can't wait to see this doctor,ca wait doctor,Medical
747, i hate waiting for the doctor -.-,hate waiting doctor,Medical
748, At the doctor! #fml #thewait ????,doctor #fml #thewait,Medical
750," Social Media Marketing Advice, According To Doctor Who http://t.co/oV1vlb3sLd",social media marketing advice according doctor,Medical
753, I liked a @YouTube video http://t.co/szasunfcun Man Cuts off Arm - Drives Ten Miles to Hospital!,liked video cuts arm drives ten miles hospital,Medical
755," oh right!! That doctor is also Lauren lol... both Dr Lauren, be nice lol..",oh doctor lauren lol dr lauren nice lol,Medical
756," Social Media Marketing Advice, According To Doctor Who http://t.co/yW70PsmSgN",social media marketing advice according doctor,Medical
760, Current time to see a Doctor: &lt; 5 minutes (2:15 PM),current time doctor lt minutes pm,Medical
764," @bbcpress  @BBCOne @bbcdoctorwho &gt;&gt;&gt;Or if you don't like that I know how to end the whole thing when Doctor # 13 wants to move on. place <tweepy.models.Place object at 0x0292CF10> coordinates {u'type': u'Point', u'coordinates': [-1.9867926, 52.9529067]}",gtgtgtor doctor # move,Medical
765, Informative session w/ @DrexelCNHP's Dr. Cornelius on electronic medical records w/ #nurses at Brandywine Hospital. http://t.co/9PFqT2mCkI,informative session dr cornelius electronic medical records #nurses brandywine hospital,Medical
771," I have leg cramps, my ARM is killing me, my fucking doctor hasn't returned my phone call, thus far its been a good day &amp; I'm hot place <tweepy.models.Place object at 0x0292CF50> coordinates {u'type': u'Point', u'coordinates': [-91.1425844, 38.8005677]}",leg cramps arm killing fucking doctor returned phone call day hot,Medical
774," Read this by Angelina Jolie, who recently made a brave decision: My Medical Choice http://t.co/xZ2QjlJV6N",read angelina jolie recently brave decision medical choice,Medical
780, Minor freak out at hospital. No sleep last night so that's half the problem I suspect #overtired,minor freak hospital sleep night thats half suspect #overtired,Medical
783, I really wana be a doctor but i'm just not academic enough,wana doctor academic,Medical
786, @laureenwhaleey you need to see a doctor,doctor,Medical
787, Introducing @xlauraloo91x to Doctor Who! #HereWeGo.,introducing doctor #herewego,Medical
788, Is this blurry?  The Eye Doctor is IN at FOM...call us for your appt! 803-988-1065 http://t.co/h2Xec6A3OG,blurry eye doctor fomcall appt,Medical
798, Crime: The Old 'Medical Marijuana on the Patio' Trick http://t.co/Ld4zYwYFuJ #mmj,crime amedical marijuana patio trick #mmj,Medical
800, Angelina Jolie on her recent breast surgery. My Medical Choice http://t.co/4xkKo6bWBM,angelina jolie recent breast surgery medical choice,Medical
801, Beyonce cancels Belgium show under doctor's orders: NEW YORK (AP) Beyonce is canceling her Tuesday concert in... http://t.co/EfUVsZa9Os,beyonce cancels belgium doctors york ap beyonce canceling tuesday concert,Medical
806, Why do people go on embarrassing bodies? Go to your doctor you freak!!,people embarrassing bodies doctor freak,Medical
809," *Crawls into TL* Medical Doctors,where yall at?",crawls tl medical doctorswhere yall,Medical
811," there are things that money can't buy, for the rest (inclusive of Medical Seats) there's MasterCard.. #NEETPG",money ca buy rest inclusive medical seats theres mastercard #neetpg,Medical
815, #Tenn. #hospital treated 33 infants for #drugdependence in 2008. Number could reach 320 this year (@washingtonpost) http://t.co/4QWZ2LFy5f,#tenn #hospital treated infants #drugdependence reach,Medical
817, Get me a doctor  http://t.co/ydKoTBu96E,doctor,Medical
818, You score 38 in utme and you want to study medicine... You're not even qualified to be a native doctor...,score utme study medicine qualified native doctor,Medical
823," @ryaneyre_ a doctor wouldn't have that extra half an hour to start a patients heart or to make the transplant place <tweepy.models.Place object at 0x0292CE90> coordinates {u'type': u'Point', u'coordinates': [-0.51936914, 51.5802715]}",doctor extra half hour start patients heart transplant,Medical
825," at the doctor's, I'm getting a  fever :(",doctors getting fever,Medical
830, My Medical Choice by Angelina Jolie #cancer http://t.co/PaukUZymK5,medical choice angelina jolie #cancer,Medical
831, @karendawber Environment is a tricky one in a hospital setting #NurChat,environment tricky hospital setting #nurchat,Medical
833," Milan tried telling me moes is better than chipotle. Someone get him a doctor place <tweepy.models.Place object at 0x0291F6F0> coordinates {u'type': u'Point', u'coordinates': [-80.28840854, 26.33209532]}",milan tried telling moes chipotle doctor,Medical
